dataset,split,model_type,method,lambda,target_nfr,achieved_nfr,accuracy,pfr
spambase,1,mlp,projected_gd,,0.005,0.005221932114882507,0.9252110977080821,0.07936507936507936
spambase,1,mlp,bcwi,,0.005,0.005221932114882507,0.9203860072376358,0.015873015873015872
spambase,1,mlp,projected_gd,,0.01,0.0195822454308094,0.9348612786489746,0.38095238095238093
spambase,1,mlp,bcwi,,0.01,0.0195822454308094,0.9276236429433052,0.2857142857142857
spambase,1,mlp,projected_gd,,0.015,0.020887728459530026,0.9348612786489746,0.3968253968253968
spambase,1,mlp,bcwi,,0.015,0.0195822454308094,0.9276236429433052,0.2857142857142857
spambase,1,mlp,projected_gd,,0.02,0.02349869451697128,0.9324487334137516,0.3968253968253968
spambase,1,mlp,bcwi,,0.02,0.0195822454308094,0.9276236429433052,0.2857142857142857
spambase,1,mlp,projected_gd,,0.025,0.02349869451697128,0.9324487334137516,0.3968253968253968
spambase,1,mlp,bcwi,,0.025,0.0195822454308094,0.9276236429433052,0.2857142857142857
spambase,1,mlp,projected_gd,,0.03,0.02349869451697128,0.9324487334137516,0.3968253968253968
spambase,1,mlp,bcwi,,0.03,0.0195822454308094,0.9276236429433052,0.2857142857142857
spambase,2,mlp,baseline,,,0.01034928848641656,0.9529553679131484,0.44642857142857145
spambase,2,mlp,confidence_drop,0.0,,0.007761966364812419,0.9481302774427021,0.3392857142857143
spambase,2,mlp,fixed_anchor,0.0,,0.00517464424320828,0.9541616405307599,0.39285714285714285
spambase,2,mlp,selective_distill,0.0,,0.00517464424320828,0.9553679131483716,0.4107142857142857
spambase,2,mlp,confidence_drop,0.5,,0.0038809831824062097,0.9517490952955368,0.3392857142857143
spambase,2,mlp,fixed_anchor,0.5,,0.00517464424320828,0.9529553679131484,0.375
spambase,2,mlp,selective_distill,0.5,,0.00646830530401035,0.9541616405307599,0.4107142857142857
spambase,2,mlp,confidence_drop,1.0,,0.00258732212160414,0.9553679131483716,0.375
spambase,2,mlp,fixed_anchor,1.0,,0.00517464424320828,0.9517490952955368,0.35714285714285715
spambase,2,mlp,selective_distill,1.0,,0.0038809831824062097,0.9553679131483716,0.39285714285714285
spambase,2,mlp,confidence_drop,2.0,,0.0038809831824062097,0.9553679131483716,0.39285714285714285
spambase,2,mlp,fixed_anchor,2.0,,0.00517464424320828,0.9517490952955368,0.35714285714285715
spambase,2,mlp,selective_distill,2.0,,0.00258732212160414,0.9541616405307599,0.35714285714285715
spambase,2,mlp,confidence_drop,4.0,,0.0038809831824062097,0.9505428226779252,0.32142857142857145
spambase,2,mlp,fixed_anchor,4.0,,0.00517464424320828,0.9529553679131484,0.375
spambase,2,mlp,selective_distill,4.0,,0.00258732212160414,0.9541616405307599,0.35714285714285715
spambase,2,mlp,confidence_drop,8.0,,0.00517464424320828,0.9529553679131484,0.375
spambase,2,mlp,fixed_anchor,8.0,,0.00517464424320828,0.9517490952955368,0.35714285714285715
spambase,2,mlp,selective_distill,8.0,,0.00258732212160414,0.9505428226779252,0.30357142857142855
spambase,2,mlp,projected_gd,,0.0,0.0,0.9324487334137516,0.0
spambase,2,mlp,bcwi,,0.0,0.0,0.9348612786489746,0.03571428571428571
spambase,2,mlp,projected_gd,,0.005,0.00129366106080207,0.9396863691194209,0.125
spambase,2,mlp,bcwi,,0.005,0.007761966364812419,0.9360675512665863,0.16071428571428573
spambase,2,mlp,projected_gd,,0.01,0.00129366106080207,0.9457177322074789,0.21428571428571427
spambase,2,mlp,bcwi,,0.01,0.007761966364812419,0.9360675512665863,0.16071428571428573
spambase,2,mlp,projected_gd,,0.015,0.00129366106080207,0.9505428226779252,0.2857142857142857
spambase,2,mlp,bcwi,,0.015,0.007761966364812419,0.9360675512665863,0.16071428571428573
spambase,2,mlp,projected_gd,,0.02,0.00517464424320828,0.9481302774427021,0.30357142857142855
spambase,2,mlp,bcwi,,0.02,0.007761966364812419,0.9360675512665863,0.16071428571428573
spambase,2,mlp,projected_gd,,0.025,0.016817593790426907,0.9433051869722557,0.39285714285714285
spambase,2,mlp,bcwi,,0.025,0.007761966364812419,0.9360675512665863,0.16071428571428573
spambase,2,mlp,projected_gd,,0.03,0.016817593790426907,0.9517490952955368,0.5178571428571429
spambase,2,mlp,bcwi,,0.03,0.007761966364812419,0.9360675512665863,0.16071428571428573
spambase,3,mlp,baseline,,,0.01804123711340206,0.9360675512665863,0.2641509433962264
spambase,3,mlp,confidence_drop,0.0,,0.019329896907216496,0.9360675512665863,0.2830188679245283
spambase,3,mlp,fixed_anchor,0.0,,0.01804123711340206,0.9360675512665863,0.2641509433962264
spambase,3,mlp,selective_distill,0.0,,0.020618556701030927,0.9312424607961399,0.22641509433962265
spambase,3,mlp,confidence_drop,0.5,,0.019329896907216496,0.9360675512665863,0.2830188679245283
spambase,3,mlp,fixed_anchor,0.5,,0.015463917525773196,0.9384800965018094,0.2641509433962264
spambase,3,mlp,selective_distill,0.5,,0.020618556701030927,0.9312424607961399,0.22641509433962265
spambase,3,mlp,confidence_drop,1.0,,0.01804123711340206,0.9372738238841978,0.2830188679245283
spambase,3,mlp,fixed_anchor,1.0,,0.01288659793814433,0.9420989143546441,0.2830188679245283
spambase,3,mlp,selective_distill,1.0,,0.020618556701030927,0.9312424607961399,0.22641509433962265
spambase,3,mlp,confidence_drop,2.0,,0.01675257731958763,0.9384800965018094,0.2830188679245283
spambase,3,mlp,fixed_anchor,2.0,,0.01288659793814433,0.9420989143546441,0.2830188679245283
spambase,3,mlp,selective_distill,2.0,,0.01804123711340206,0.9336550060313631,0.22641509433962265
spambase,3,mlp,confidence_drop,4.0,,0.01675257731958763,0.9372738238841978,0.2641509433962264
spambase,3,mlp,fixed_anchor,4.0,,0.011597938144329897,0.9445114595898673,0.3018867924528302
spambase,3,mlp,selective_distill,4.0,,0.01675257731958763,0.9336550060313631,0.20754716981132076
spambase,3,mlp,confidence_drop,8.0,,0.01675257731958763,0.9384800965018094,0.2830188679245283
spambase,3,mlp,fixed_anchor,8.0,,0.00902061855670103,0.9457177322074789,0.2830188679245283
spambase,3,mlp,selective_distill,8.0,,0.01675257731958763,0.9348612786489746,0.22641509433962265
spambase,3,mlp,projected_gd,,0.0,0.0,0.9396863691194209,0.05660377358490566
spambase,3,mlp,bcwi,,0.0,0.001288659793814433,0.9372738238841978,0.03773584905660377
spambase,3,mlp,projected_gd,,0.005,0.00902061855670103,0.9420989143546441,0.22641509433962265
spambase,3,mlp,bcwi,,0.005,0.01675257731958763,0.9276236429433052,0.11320754716981132
spambase,3,mlp,projected_gd,,0.01,0.014175257731958763,0.9360675512665863,0.20754716981132076
spambase,3,mlp,bcwi,,0.01,0.01804123711340206,0.9360675512665863,0.2641509433962264
spambase,3,mlp,projected_gd,,0.015,0.019329896907216496,0.9408926417370326,0.3584905660377358
spambase,3,mlp,bcwi,,0.015,0.01804123711340206,0.9360675512665863,0.2641509433962264
spambase,3,mlp,projected_gd,,0.02,0.028350515463917526,0.9384800965018094,0.4528301886792453
spambase,3,mlp,bcwi,,0.02,0.01804123711340206,0.9360675512665863,0.2641509433962264
spambase,3,mlp,projected_gd,,0.025,0.028350515463917526,0.9384800965018094,0.4528301886792453
spambase,3,mlp,bcwi,,0.025,0.01804123711340206,0.9360675512665863,0.2641509433962264
spambase,3,mlp,projected_gd,,0.03,0.028350515463917526,0.9384800965018094,0.4528301886792453
spambase,3,mlp,bcwi,,0.03,0.01804123711340206,0.9360675512665863,0.2641509433962264
spambase,4,mlp,baseline,,,0.01703800786369594,0.9396863691194209,0.4393939393939394
spambase,4,mlp,confidence_drop,0.0,,0.01703800786369594,0.9396863691194209,0.4393939393939394
spambase,4,mlp,fixed_anchor,0.0,,0.015727391874180863,0.9360675512665863,0.3787878787878788
spambase,4,mlp,selective_distill,0.0,,0.019659239842726082,0.9384800965018094,0.45454545454545453
spambase,4,mlp,confidence_drop,0.5,,0.015727391874180863,0.9396863691194209,0.42424242424242425
spambase,4,mlp,fixed_anchor,0.5,,0.015727391874180863,0.9348612786489746,0.36363636363636365
spambase,4,mlp,selective_distill,0.5,,0.01834862385321101,0.9360675512665863,0.4090909090909091
spambase,4,mlp,confidence_drop,1.0,,0.015727391874180863,0.9408926417370326,0.4393939393939394
spambase,4,mlp,fixed_anchor,1.0,,0.014416775884665793,0.9348612786489746,0.3484848484848485
spambase,4,mlp,selective_distill,1.0,,0.01703800786369594,0.9360675512665863,0.3939393939393939
spambase,4,mlp,confidence_drop,2.0,,0.01834862385321101,0.9372738238841978,0.42424242424242425
spambase,4,mlp,fixed_anchor,2.0,,0.015727391874180863,0.9360675512665863,0.3787878787878788
spambase,4,mlp,selective_distill,2.0,,0.01703800786369594,0.9372738238841978,0.4090909090909091
spambase,4,mlp,confidence_drop,4.0,,0.014416775884665793,0.9408926417370326,0.42424242424242425
spambase,4,mlp,fixed_anchor,4.0,,0.01834862385321101,0.9348612786489746,0.3939393939393939
spambase,4,mlp,selective_distill,4.0,,0.014416775884665793,0.9396863691194209,0.4090909090909091
spambase,4,mlp,confidence_drop,8.0,,0.009174311926605505,0.9457177322074789,0.42424242424242425
spambase,4,mlp,fixed_anchor,8.0,,0.015727391874180863,0.9360675512665863,0.3787878787878788
spambase,4,mlp,selective_distill,8.0,,0.01310615989515072,0.9396863691194209,0.3939393939393939
spambase,4,mlp,projected_gd,,0.0,0.003931847968545216,0.9360675512665863,0.24242424242424243
spambase,4,mlp,bcwi,,0.0,0.0,0.9227985524728589,0.030303030303030304
spambase,4,mlp,projected_gd,,0.005,0.011795543905635648,0.9384800965018094,0.36363636363636365
spambase,4,mlp,bcwi,,0.005,0.0,0.9227985524728589,0.030303030303030304
spambase,4,mlp,projected_gd,,0.01,0.01310615989515072,0.9420989143546441,0.42424242424242425
spambase,4,mlp,bcwi,,0.01,0.01703800786369594,0.9336550060313631,0.36363636363636365
spambase,4,mlp,projected_gd,,0.015,0.015727391874180863,0.9408926417370326,0.4393939393939394
spambase,4,mlp,bcwi,,0.015,0.01703800786369594,0.9336550060313631,0.36363636363636365
spambase,4,mlp,projected_gd,,0.02,0.019659239842726082,0.9408926417370326,0.48484848484848486
spambase,4,mlp,bcwi,,0.02,0.01703800786369594,0.9336550060313631,0.36363636363636365
spambase,4,mlp,projected_gd,,0.025,0.019659239842726082,0.9408926417370326,0.48484848484848486
spambase,4,mlp,bcwi,,0.025,0.01703800786369594,0.9336550060313631,0.36363636363636365
spambase,4,mlp,projected_gd,,0.03,0.019659239842726082,0.9408926417370326,0.48484848484848486
spambase,4,mlp,bcwi,,0.03,0.01703800786369594,0.9336550060313631,0.36363636363636365
spambase,0,logreg,baseline,,,0.013908205841446454,0.9071170084439083,0.39090909090909093
spambase,0,logreg,confidence_drop,0.0,,0.015299026425591099,0.9047044632086851,0.38181818181818183
spambase,0,logreg,fixed_anchor,0.0,,0.012517385257301807,0.9095295536791315,0.4
spambase,0,logreg,selective_distill,0.0,,0.015299026425591099,0.8998793727382388,0.34545454545454546
spambase,0,logreg,confidence_drop,0.5,,0.013908205841446454,0.9059107358262968,0.38181818181818183
spambase,0,logreg,fixed_anchor,0.5,,0.013908205841446454,0.9059107358262968,0.38181818181818183
spambase,0,logreg,selective_distill,0.5,,0.015299026425591099,0.8962605548854041,0.3181818181818182
spambase,0,logreg,confidence_drop,1.0,,0.016689847009735744,0.902291917973462,0.37272727272727274
spambase,0,logreg,fixed_anchor,1.0,,0.008344923504867872,0.9071170084439083,0.35454545454545455
spambase,0,logreg,selective_distill,1.0,,0.013908205841446454,0.8962605548854041,0.3090909090909091
spambase,0,logreg,confidence_drop,2.0,,0.01808066759388039,0.9010856453558505,0.37272727272727274
spambase,0,logreg,fixed_anchor,2.0,,0.0027816411682892906,0.8998793727382388,0.2636363636363636
spambase,0,logreg,selective_distill,2.0,,0.009735744089012517,0.8962605548854041,0.2818181818181818
spambase,0,logreg,confidence_drop,4.0,,0.01808066759388039,0.9010856453558505,0.37272727272727274
spambase,0,logreg,fixed_anchor,4.0,,0.0027816411682892906,0.8974668275030157,0.24545454545454545
spambase,0,logreg,selective_distill,4.0,,0.006954102920723227,0.8998793727382388,0.2909090909090909
spambase,0,logreg,confidence_drop,8.0,,0.016689847009735744,0.9034981905910736,0.38181818181818183
spambase,0,logreg,fixed_anchor,8.0,,0.004172461752433936,0.8974668275030157,0.2545454545454545
spambase,0,logreg,selective_distill,8.0,,0.008344923504867872,0.887816646562123,0.20909090909090908
spambase,0,logreg,projected_gd,,0.0,0.0,0.8697225572979493,0.01818181818181818
spambase,0,logreg,bcwi,,0.0,0.0,0.8697225572979493,0.01818181818181818
spambase,0,logreg,projected_gd,,0.005,0.0027816411682892906,0.8817852834740652,0.12727272727272726
spambase,0,logreg,bcwi,,0.005,0.0027816411682892906,0.879372738238842,0.10909090909090909
spambase,0,logreg,projected_gd,,0.01,0.0013908205841446453,0.8829915560916767,0.12727272727272726
spambase,0,logreg,bcwi,,0.01,0.0027816411682892906,0.879372738238842,0.10909090909090909
spambase,0,logreg,projected_gd,,0.015,0.0013908205841446453,0.8902291917973462,0.18181818181818182
spambase,0,logreg,bcwi,,0.015,0.006954102920723227,0.8962605548854041,0.2636363636363636
spambase,0,logreg,projected_gd,,0.02,0.006954102920723227,0.8866103739445115,0.19090909090909092
spambase,0,logreg,bcwi,,0.02,0.006954102920723227,0.8962605548854041,0.2636363636363636
spambase,0,logreg,projected_gd,,0.025,0.015299026425591099,0.9059107358262968,0.39090909090909093
spambase,0,logreg,bcwi,,0.025,0.006954102920723227,0.8962605548854041,0.2636363636363636
spambase,0,logreg,projected_gd,,0.03,0.015299026425591099,0.9059107358262968,0.39090909090909093
spambase,0,logreg,bcwi,,0.03,0.006954102920723227,0.8962605548854041,0.2636363636363636
spambase,1,logreg,baseline,,,0.018970189701897018,0.9083232810615199,0.31868131868131866
spambase,1,logreg,confidence_drop,0.0,,0.02168021680216802,0.9107358262967431,0.3626373626373626
spambase,1,logreg,fixed_anchor,0.0,,0.028455284552845527,0.8986731001206273,0.3076923076923077
spambase,1,logreg,selective_distill,0.0,,0.028455284552845527,0.8962605548854041,0.2857142857142857
spambase,1,logreg,confidence_drop,0.5,,0.024390243902439025,0.9107358262967431,0.38461538461538464
spambase,1,logreg,fixed_anchor,0.5,,0.016260162601626018,0.9071170084439083,0.2857142857142857
spambase,1,logreg,selective_distill,0.5,,0.024390243902439025,0.8998793727382388,0.2857142857142857
spambase,1,logreg,confidence_drop,1.0,,0.024390243902439025,0.9083232810615199,0.3626373626373626
spambase,1,logreg,fixed_anchor,1.0,,0.016260162601626018,0.9083232810615199,0.2967032967032967
spambase,1,logreg,selective_distill,1.0,,0.024390243902439025,0.8986731001206273,0.27472527472527475
spambase,1,logreg,confidence_drop,2.0,,0.024390243902439025,0.9071170084439083,0.3516483516483517
spambase,1,logreg,fixed_anchor,2.0,,0.014905149051490514,0.9071170084439083,0.27472527472527475
spambase,1,logreg,selective_distill,2.0,,0.023035230352303523,0.8986731001206273,0.26373626373626374
spambase,1,logreg,confidence_drop,4.0,,0.025745257452574527,0.9071170084439083,0.3626373626373626
spambase,1,logreg,fixed_anchor,4.0,,0.01084010840108401,0.9083232810615199,0.25274725274725274
spambase,1,logreg,selective_distill,4.0,,0.017615176151761516,0.9010856453558505,0.24175824175824176
spambase,1,logreg,confidence_drop,8.0,,0.02710027100271003,0.9059107358262968,0.3626373626373626
spambase,1,logreg,fixed_anchor,8.0,,0.012195121951219513,0.9059107358262968,0.24175824175824176
spambase,1,logreg,selective_distill,8.0,,0.01084010840108401,0.9071170084439083,0.24175824175824176
spambase,1,logreg,projected_gd,,0.0,0.0,0.8926417370325693,0.02197802197802198
spambase,1,logreg,bcwi,,0.0,0.0,0.8926417370325693,0.02197802197802198
spambase,1,logreg,projected_gd,,0.005,0.0013550135501355014,0.8926417370325693,0.03296703296703297
spambase,1,logreg,bcwi,,0.005,0.0027100271002710027,0.8926417370325693,0.04395604395604396
spambase,1,logreg,projected_gd,,0.01,0.017615176151761516,0.9059107358262968,0.2857142857142857
spambase,1,logreg,bcwi,,0.01,0.0027100271002710027,0.902291917973462,0.13186813186813187
spambase,1,logreg,projected_gd,,0.015,0.024390243902439025,0.9071170084439083,0.3516483516483517
spambase,1,logreg,bcwi,,0.015,0.017615176151761516,0.9010856453558505,0.24175824175824176
spambase,1,logreg,projected_gd,,0.02,0.024390243902439025,0.9071170084439083,0.3516483516483517
spambase,1,logreg,bcwi,,0.02,0.028455284552845527,0.9059107358262968,0.37362637362637363
spambase,1,logreg,projected_gd,,0.025,0.024390243902439025,0.9071170084439083,0.3516483516483517
spambase,1,logreg,bcwi,,0.025,0.028455284552845527,0.9059107358262968,0.37362637362637363
spambase,1,logreg,projected_gd,,0.03,0.024390243902439025,0.9071170084439083,0.3516483516483517
spambase,1,logreg,bcwi,,0.03,0.028455284552845527,0.9059107358262968,0.37362637362637363
spambase,2,logreg,baseline,,,0.02920723226703755,0.9034981905910736,0.4636363636363636
spambase,2,logreg,confidence_drop,0.0,,0.03337969401947149,0.8986731001206273,0.45454545454545453
spambase,2,logreg,fixed_anchor,0.0,,0.02920723226703755,0.8950542822677925,0.4
spambase,2,logreg,selective_distill,0.0,,0.02920723226703755,0.9095295536791315,0.509090909090909
spambase,2,logreg,confidence_drop,0.5,,0.030598052851182198,0.9010856453558505,0.45454545454545453
spambase,2,logreg,fixed_anchor,0.5,,0.02642559109874826,0.8950542822677925,0.38181818181818183
spambase,2,logreg,selective_distill,0.5,,0.02642559109874826,0.9107358262967431,0.5
spambase,2,logreg,confidence_drop,1.0,,0.02920723226703755,0.9010856453558505,0.44545454545454544
spambase,2,logreg,fixed_anchor,1.0,,0.022253129346314324,0.8974668275030157,0.37272727272727274
spambase,2,logreg,selective_distill,1.0,,0.02642559109874826,0.9095295536791315,0.4909090909090909
spambase,2,logreg,confidence_drop,2.0,,0.02920723226703755,0.9059107358262968,0.4818181818181818
spambase,2,logreg,fixed_anchor,2.0,,0.019471488178025034,0.893848009650181,0.32727272727272727
spambase,2,logreg,selective_distill,2.0,,0.022253129346314324,0.9119420989143546,0.4818181818181818
spambase,2,logreg,confidence_drop,4.0,,0.027816411682892908,0.9047044632086851,0.4636363636363636
spambase,2,logreg,fixed_anchor,4.0,,0.02086230876216968,0.8914354644149578,0.3181818181818182
spambase,2,logreg,selective_distill,4.0,,0.01808066759388039,0.916767189384801,0.4909090909090909
spambase,2,logreg,confidence_drop,8.0,,0.02642559109874826,0.9071170084439083,0.4727272727272727
spambase,2,logreg,fixed_anchor,8.0,,0.02086230876216968,0.8866103739445115,0.2818181818181818
spambase,2,logreg,selective_distill,8.0,,0.013908205841446454,0.9179734620024126,0.4727272727272727
spambase,2,logreg,projected_gd,,0.0,0.0,0.8721351025331725,0.03636363636363636
spambase,2,logreg,bcwi,,0.0,0.0,0.8745476477683957,0.05454545454545454
spambase,2,logreg,projected_gd,,0.005,0.008344923504867872,0.8998793727382388,0.3
spambase,2,logreg,bcwi,,0.005,0.012517385257301807,0.8962605548854041,0.3
spambase,2,logreg,projected_gd,,0.01,0.011126564673157162,0.9034981905910736,0.34545454545454546
spambase,2,logreg,bcwi,,0.01,0.013908205841446454,0.9010856453558505,0.34545454545454546
spambase,2,logreg,projected_gd,,0.015,0.013908205841446454,0.9107358262967431,0.41818181818181815
spambase,2,logreg,bcwi,,0.015,0.025034770514603615,0.8998793727382388,0.4090909090909091
spambase,2,logreg,projected_gd,,0.02,0.013908205841446454,0.9107358262967431,0.41818181818181815
spambase,2,logreg,bcwi,,0.02,0.025034770514603615,0.8998793727382388,0.4090909090909091
spambase,2,logreg,projected_gd,,0.025,0.01808066759388039,0.9203860072376358,0.5181818181818182
spambase,2,logreg,bcwi,,0.025,0.025034770514603615,0.8998793727382388,0.4090909090909091
spambase,2,logreg,projected_gd,,0.03,0.01808066759388039,0.9203860072376358,0.5181818181818182
spambase,2,logreg,bcwi,,0.03,0.025034770514603615,0.8998793727382388,0.4090909090909091
spambase,3,logreg,baseline,,,0.03146374829001368,0.887816646562123,0.2857142857142857
spambase,3,logreg,confidence_drop,0.0,,0.025991792065663474,0.8902291917973462,0.2653061224489796
spambase,3,logreg,fixed_anchor,0.0,,0.02051983584131327,0.8962605548854041,0.2755102040816326
spambase,3,logreg,selective_distill,0.0,,0.016415868673050615,0.8998793727382388,0.2755102040816326
spambase,3,logreg,confidence_drop,0.5,,0.023255813953488372,0.8950542822677925,0.2857142857142857
spambase,3,logreg,fixed_anchor,0.5,,0.019151846785225718,0.8950542822677925,0.25510204081632654
spambase,3,logreg,selective_distill,0.5,,0.016415868673050615,0.9010856453558505,0.2857142857142857
spambase,3,logreg,confidence_drop,1.0,,0.024623803009575923,0.8926417370325693,0.2755102040816326
spambase,3,logreg,fixed_anchor,1.0,,0.019151846785225718,0.893848009650181,0.24489795918367346
spambase,3,logreg,selective_distill,1.0,,0.016415868673050615,0.9010856453558505,0.2857142857142857
spambase,3,logreg,confidence_drop,2.0,,0.025991792065663474,0.8914354644149578,0.2755102040816326
spambase,3,logreg,fixed_anchor,2.0,,0.016415868673050615,0.893848009650181,0.22448979591836735
spambase,3,logreg,selective_distill,2.0,,0.016415868673050615,0.9010856453558505,0.2857142857142857
spambase,3,logreg,confidence_drop,4.0,,0.027359781121751026,0.8914354644149578,0.2857142857142857
spambase,3,logreg,fixed_anchor,4.0,,0.016415868673050615,0.8926417370325693,0.21428571428571427
spambase,3,logreg,selective_distill,4.0,,0.015047879616963064,0.9010856453558505,0.2755102040816326
spambase,3,logreg,confidence_drop,8.0,,0.027359781121751026,0.8926417370325693,0.29591836734693877
spambase,3,logreg,fixed_anchor,8.0,,0.017783857729138167,0.8950542822677925,0.24489795918367346
spambase,3,logreg,selective_distill,8.0,,0.013679890560875513,0.9034981905910736,0.2857142857142857
spambase,3,logreg,projected_gd,,0.0,0.0013679890560875513,0.8829915560916767,0.02040816326530612
spambase,3,logreg,bcwi,,0.0,0.0013679890560875513,0.8817852834740652,0.01020408163265306
spambase,3,logreg,projected_gd,,0.005,0.0013679890560875513,0.8902291917973462,0.08163265306122448
spambase,3,logreg,bcwi,,0.005,0.0013679890560875513,0.8817852834740652,0.01020408163265306
spambase,3,logreg,projected_gd,,0.01,0.006839945280437756,0.8962605548854041,0.17346938775510204
spambase,3,logreg,bcwi,,0.01,0.01094391244870041,0.8962605548854041,0.20408163265306123
spambase,3,logreg,projected_gd,,0.015,0.006839945280437756,0.9010856453558505,0.21428571428571427
spambase,3,logreg,bcwi,,0.015,0.017783857729138167,0.8998793727382388,0.2857142857142857
spambase,3,logreg,projected_gd,,0.02,0.008207934336525308,0.9047044632086851,0.25510204081632654
spambase,3,logreg,bcwi,,0.02,0.017783857729138167,0.8998793727382388,0.2857142857142857
spambase,3,logreg,projected_gd,,0.025,0.01094391244870041,0.9034981905910736,0.2653061224489796
spambase,3,logreg,bcwi,,0.025,0.017783857729138167,0.8998793727382388,0.2857142857142857
spambase,3,logreg,projected_gd,,0.03,0.01094391244870041,0.9034981905910736,0.2653061224489796
spambase,3,logreg,bcwi,,0.03,0.017783857729138167,0.8998793727382388,0.2857142857142857
spambase,4,logreg,baseline,,,0.01680672268907563,0.8950542822677925,0.34782608695652173
spambase,4,logreg,confidence_drop,0.0,,0.0196078431372549,0.9059107358262968,0.4434782608695652
spambase,4,logreg,fixed_anchor,0.0,,0.014005602240896359,0.9034981905910736,0.391304347826087
spambase,4,logreg,selective_distill,0.0,,0.012605042016806723,0.8974668275030157,0.3391304347826087
spambase,4,logreg,confidence_drop,0.5,,0.018207282913165267,0.9095295536791315,0.4608695652173913
spambase,4,logreg,fixed_anchor,0.5,,0.008403361344537815,0.9071170084439083,0.3826086956521739
spambase,4,logreg,selective_distill,0.5,,0.012605042016806723,0.8974668275030157,0.3391304347826087
spambase,4,logreg,confidence_drop,1.0,,0.0196078431372549,0.9107358262967431,0.4782608695652174
spambase,4,logreg,fixed_anchor,1.0,,0.0070028011204481795,0.9071170084439083,0.3739130434782609
spambase,4,logreg,selective_distill,1.0,,0.012605042016806723,0.8962605548854041,0.33043478260869563
spambase,4,logreg,confidence_drop,2.0,,0.018207282913165267,0.9131483715319663,0.48695652173913045
spambase,4,logreg,fixed_anchor,2.0,,0.0056022408963585435,0.9047044632086851,0.34782608695652173
spambase,4,logreg,selective_distill,2.0,,0.011204481792717087,0.8962605548854041,0.3217391304347826
spambase,4,logreg,confidence_drop,4.0,,0.0196078431372549,0.9131483715319663,0.4956521739130435
spambase,4,logreg,fixed_anchor,4.0,,0.004201680672268907,0.9010856453558505,0.3130434782608696
spambase,4,logreg,selective_distill,4.0,,0.00980392156862745,0.8962605548854041,0.3130434782608696
spambase,4,logreg,confidence_drop,8.0,,0.0196078431372549,0.9131483715319663,0.4956521739130435
spambase,4,logreg,fixed_anchor,8.0,,0.0056022408963585435,0.8998793727382388,0.3130434782608696
spambase,4,logreg,selective_distill,8.0,,0.008403361344537815,0.8962605548854041,0.30434782608695654
spambase,4,logreg,projected_gd,,0.0,0.0,0.8661037394451147,0.034782608695652174
spambase,4,logreg,bcwi,,0.0,0.0,0.8624849215922799,0.008695652173913044
spambase,4,logreg,projected_gd,,0.005,0.0028011204481792717,0.8757539203860072,0.12173913043478261
spambase,4,logreg,bcwi,,0.005,0.0,0.879372738238842,0.13043478260869565
spambase,4,logreg,projected_gd,,0.01,0.0028011204481792717,0.8769601930036188,0.13043478260869565
spambase,4,logreg,bcwi,,0.01,0.0,0.879372738238842,0.13043478260869565
spambase,4,logreg,projected_gd,,0.015,0.0056022408963585435,0.8902291917973462,0.24347826086956523
spambase,4,logreg,bcwi,,0.015,0.0,0.8817852834740652,0.14782608695652175
spambase,4,logreg,projected_gd,,0.02,0.00980392156862745,0.8986731001206273,0.33043478260869563
spambase,4,logreg,bcwi,,0.02,0.008403361344537815,0.902291917973462,0.34782608695652173
spambase,4,logreg,projected_gd,,0.025,0.014005602240896359,0.9107358262967431,0.4434782608695652
spambase,4,logreg,bcwi,,0.025,0.00980392156862745,0.9010856453558505,0.34782608695652173
spambase,4,logreg,projected_gd,,0.03,0.014005602240896359,0.9107358262967431,0.4434782608695652
spambase,4,logreg,bcwi,,0.03,0.0196078431372549,0.9010856453558505,0.40869565217391307
steel-plates-fault,0,mlp,baseline,,,0.0,1.0,1.0
steel-plates-fault,0,mlp,confidence_drop,0.0,,0.0,1.0,1.0
steel-plates-fault,0,mlp,fixed_anchor,0.0,,0.0,1.0,1.0
steel-plates-fault,0,mlp,selective_distill,0.0,,0.0,1.0,1.0
steel-plates-fault,0,mlp,confidence_drop,0.5,,0.0,1.0,1.0
steel-plates-fault,0,mlp,fixed_anchor,0.5,,0.0,1.0,1.0
steel-plates-fault,0,mlp,selective_distill,0.5,,0.0,1.0,1.0
steel-plates-fault,0,mlp,confidence_drop,1.0,,0.0,1.0,1.0
steel-plates-fault,0,mlp,fixed_anchor,1.0,,0.0,1.0,1.0
steel-plates-fault,0,mlp,selective_distill,1.0,,0.0,1.0,1.0
steel-plates-fault,0,mlp,confidence_drop,2.0,,0.0,1.0,1.0
steel-plates-fault,0,mlp,fixed_anchor,2.0,,0.0,1.0,1.0
steel-plates-fault,0,mlp,selective_distill,2.0,,0.0,1.0,1.0
steel-plates-fault,0,mlp,confidence_drop,4.0,,0.0,1.0,1.0
steel-plates-fault,0,mlp,fixed_anchor,4.0,,0.0,1.0,1.0
steel-plates-fault,0,mlp,selective_distill,4.0,,0.0,0.9971509971509972,0.8571428571428571
steel-plates-fault,0,mlp,confidence_drop,8.0,,0.0,1.0,1.0
steel-plates-fault,0,mlp,fixed_anchor,8.0,,0.0,1.0,1.0
steel-plates-fault,0,mlp,selective_distill,8.0,,0.0,0.9971509971509972,0.8571428571428571
steel-plates-fault,0,mlp,projected_gd,,0.0,0.0,1.0,1.0
